President,Order,Headline,Text
Joe Biden,46,Senate Judiciary Committee,"Biden was a longtime member of the Senate Committee on the Judiciary. He chaired it from 1987 to 1995 and was a ranking minority member from 1981 to 1987 and again from 1995 to 1997. As chair, Biden presided over two highly contentious U.S. Supreme Court confirmation hearings. When Robert Bork was nominated in 1988, Biden reversed his approval‍—‌given in an interview the previous year‍—‌of a hypothetical Bork nomination. Conservatives were angered, but at the hearings' close Biden was praised for his fairness, humor, and courage. Rejecting the arguments of some Bork opponents, Biden framed his objections to Bork in terms of the conflict between Bork's strong originalism and the view that the U.S. Constitution provides rights to liberty and privacy beyond those explicitly enumerated in its text. Bork's nomination was rejected in the committee by a 9–5 vote and then in the full Senate, 58–42. During Clarence Thomas's nomination hearings in 1991, Biden's questions on constitutional issues were often convoluted to the point that Thomas sometimes lost track of them, and Thomas later wrote that Biden's questions were akin to ""beanballs"". After the committee hearing closed, the public learned that Anita Hill, a University of Oklahoma law school professor, had accused Thomas of making unwelcome sexual comments when they had worked together. Biden had known of some of these charges, but initially shared them only with the committee because Hill was then unwilling to testify. The committee hearing was reopened and Hill testified, but Biden did not permit testimony from other witnesses, such as a woman who had made similar charges and experts on harassment, saying he wanted to preserve Thomas's privacy and the hearings' decency. The full Senate confirmed Thomas by a 52–48 vote, with Biden opposed. Liberal legal advocates and women's groups felt strongly that Biden had mishandled the hearings and not done enough to support Hill. Biden later sought out women to serve on the Judiciary Committee and emphasized women's issues in the committee's legislative agenda. In 2019, he told Hill he regretted his treatment of her, but Hill said afterward she remained unsatisfied. Biden was critical of Independent Counsel Ken Starr during the 1990s Whitewater controversy and Lewinsky scandal investigations, saying ""it's going to be a cold day in hell"" before another independent counsel would be granted similar powers. He voted to acquit during the impeachment of President Clinton. During the 2000s, Biden sponsored bankruptcy legislation sought by credit card issuers. Clinton vetoed the bill in 2000, but it passed in 2005 as the Bankruptcy Abuse Prevention and Consumer Protection Act, with Biden one of only 18 Democrats to vote for it, while leading Democrats and consumer rights organizations opposed it. As a senator, Biden strongly supported increased Amtrak funding and rail security."
Joe Biden,46,Senate Foreign Relations Committee,"Biden was a longtime member of the Senate Foreign Relations Committee. He became its ranking minority member in 1997 and chaired it from June 2001 to 2003 and 2007 to 2009. His positions were generally liberal internationalist. He collaborated effectively with Republicans and sometimes went against elements of his own party. During this time he met with at least 150 leaders from 60 countries and international organizations, becoming a well-known Democratic voice on foreign policy. Biden voted against authorization for the Gulf War in 1991, siding with 45 of the 55 Democratic senators; he said the U.S. was bearing almost all the burden in the anti-Iraq coalition. Biden became interested in the Yugoslav Wars after hearing about Serbian abuses during the Croatian War of Independence in 1991. Once the Bosnian War broke out, Biden was among the first to call for the ""lift and strike"" policy of lifting the arms embargo, training Bosnian Muslims and supporting them with NATO air strikes, and investigating war crimes. The George H. W. Bush administration and Clinton administration were both reluctant to implement the policy, fearing Balkan entanglement. In April 1993, Biden spent a week in the Balkans and held a tense three-hour meeting with Serbian leader Slobodan Milošević. Biden said he had told Milošević, ""I think you're a damn war criminal and you should be tried as one."" Biden wrote an amendment in 1992 to compel the Bush administration to arm the Bosnian Muslims, but deferred in 1994 to a somewhat softer stance the Clinton administration preferred, before signing on the following year to a stronger measure sponsored by Bob Dole and Joe Lieberman. The engagement led to a successful NATO peacekeeping effort. Biden has called his role in affecting Balkans policy in the mid-1990s his ""proudest moment in public life"" related to foreign policy. As chair, Biden contributed to successfully encouraging the Clinton administration to commit the resources and political capital to broker what became the 1998 Good Friday Agreement between the governments of Ireland and the United Kingdom through the Northern Ireland peace process. On September 3, 1998, the resigning former UN weapons inspector Scott Ritter had, according to Barton Gellman, accused the Clinton administration of obstructing weapons inspections in Iraq. Biden joined many other Senate Democrats and ""amplified on the Clinton administration's counterattack against former UN weapons inspector Scott Ritter."" He questioned whether Ritter was trying to ""appropriate the power 'to decide when to pull the trigger' of military force against Iraq"", and said that the Secretary of State would also have to consider the opinion of allies, the UNSC, and public opinion, before any intervention in Iraq. In a Washington Post op-ed later that month, Biden criticized a unilateral ""confrontation-based policy"" but praised the idea of asking whether intervention might be necessary at some point, though he said it was ""above the pay grade"" of one weapons inspector. In 1999, during the Kosovo War, Biden supported the 1999 NATO bombing of FR Yugoslavia. He and Senator John McCain co-sponsored the McCain-Biden Kosovo Resolution, which called on Clinton to use all necessary force, including ground troops, to confront Milošević over Yugoslav actions toward ethnic Albanians in Kosovo."
Joe Biden,46,Wars in Afghanistan and Iraq,"Biden was a strong supporter of the War in Afghanistan, saying, ""Whatever it takes, we should do it."" As head of the Senate Foreign Relations Committee, he said in 2002 that Iraqi president Saddam Hussein was a threat to national security and there was no other option than to ""eliminate"" that threat. In October 2002, he voted in favor of the Authorization for Use of Military Force Against Iraq, approving the U.S. Invasion of Iraq. As chair of the committee, he assembled a series of witnesses to testify in favor of the authorization. They gave testimony grossly misrepresenting the intent, history, and status of Saddam and his secular government, which was an avowed enemy of al-Qaeda, and touted Iraq's fictional possession of Weapons of Mass Destruction. Biden eventually became a critic of the war and viewed his vote and role as a ""mistake"", but did not push for withdrawal. He supported the appropriations for the occupation, but argued that the war should be internationalized, that more soldiers were needed, and that the Bush administration should ""level with the American people"" about its cost and length. By late 2006, Biden's stance had shifted considerably. He opposed the troop surge of 2007, saying General David Petraeus was ""dead, flat wrong"" in believing the surge could work. Biden instead advocated dividing Iraq into a loose federation of three ethnic states. In November 2006, Biden and Leslie H. Gelb, president emeritus of the Council on Foreign Relations, released a comprehensive strategy to end sectarian violence in Iraq. Rather than continue the existing approach or withdrawing, the plan called for ""a third way"": federalizing Iraq and giving Kurds, Shiites, and Sunnis ""breathing room"" in their own regions. In September 2007, a non-binding resolution endorsing the plan passed the Senate, but the idea was unfamiliar, had no political constituency, and failed to gain traction. Iraq's political leadership denounced the resolution as de facto partitioning of the country, and the U.S. Embassy in Baghdad issued a statement distancing itself from it. In May 2008, Biden sharply criticized President George W. Bush's speech to Israel's Knesset in which Bush compared some Democrats to Western leaders who appeased Hitler before World War II; Biden called the speech ""bullshit"", ""malarkey"", and ""outrageous"". He later apologized for his language."
Joe Biden,46,1988 campaign,"Biden formally declared his candidacy for the 1988 Democratic presidential nomination on June 9, 1987. He was considered a strong candidate because of his moderate image, his speaking ability, his high profile as chair of the Senate Judiciary Committee at the upcoming Robert Bork Supreme Court nomination hearings, and his appeal to Baby Boomers; he would have been the second-youngest person elected president, after John F. Kennedy. He raised more in the first quarter of 1987 than any other candidate. By August his campaign's messaging had become confused due to staff rivalries, and in September, he was accused of plagiarizing a speech by British Labour Party leader Neil Kinnock. Biden's speech had similar lines about being the first person in his family to attend university. Biden had credited Kinnock with the formulation on previous occasions, but did not on two occasions in late August.: 230–232  Kinnock himself was more forgiving; the two men met in 1988, forming an enduring friendship. Earlier that year he had also used passages from a 1967 speech by Robert F. Kennedy (for which his aides took blame) and a short phrase from John F. Kennedy's inaugural address; two years earlier he had used a 1976 passage by Hubert Humphrey. Biden responded that politicians often borrow from one another without giving credit, and that one of his rivals for the nomination, Jesse Jackson, had called him to point out that he (Jackson) had used the same material by Humphrey that Biden had used. A few days later, an incident in law school in which Biden drew text from a Fordham Law Review article with inadequate citations was publicized. He was required to repeat the course and passed with high marks. At Biden's request the Delaware Supreme Court's Board of Professional Responsibility reviewed the incident and concluded that he had violated no rules. Biden has made several false or exaggerated claims about his early life: that he had earned three degrees in college, that he attended law school on a full scholarship, that he had graduated in the top half of his class, and that he had marched in the civil rights movement. The limited amount of other news about the presidential race amplified these disclosures and on September 23, 1987, Biden withdrew his candidacy, saying it had been overrun by ""the exaggerated shadow"" of his past mistakes."
Joe Biden,46,2008 campaign,"After exploring the possibility of a run in several previous cycles, in January 2007, Biden declared his candidacy in the 2008 elections. During his campaign, Biden focused on the Iraq War, his record as chairman of major Senate committees, and his foreign-policy experience. In mid-2007, Biden stressed his foreign policy expertise compared to Obama's. Biden was noted for his one-liners during the campaign; in one debate he said of Republican candidate Rudy Giuliani: ""There's only three things he mentions in a sentence: a noun, and a verb and 9/11."" Biden had difficulty raising funds, struggled to draw people to his rallies, and failed to gain traction against the high-profile candidacies of Obama and Senator Hillary Clinton. He never rose above single digits in national polls of the Democratic candidates. In the first contest on January 3, 2008, Biden placed fifth in the Iowa caucuses, garnering slightly less than one percent of the state delegates. He withdrew from the race that evening. Despite its lack of success, Biden's 2008 campaign raised his stature in the political world.: 336  In particular, it changed the relationship between Biden and Obama. Although they had served together on the Senate Foreign Relations Committee, they had not been close: Biden resented Obama's quick rise to political stardom, while Obama viewed Biden as garrulous and patronizing.: 28, 337–338  Having gotten to know each other during 2007, Obama appreciated Biden's campaign style and appeal to working-class voters, and Biden said he became convinced Obama was ""the real deal"".: 28, 337–338"
Joe Biden,46,2008 vice-presidential campaign,"Shortly after Biden withdrew from the presidential race, Obama privately told him he was interested in finding an important place for Biden in his administration. In early August, Obama and Biden met in secret to discuss the possibility, and developed a strong personal rapport. On August 22, 2008, Obama announced that Biden would be his running mate. The New York Times reported that the strategy behind the choice reflected a desire to fill out the ticket with someone with foreign policy and national security experience. Others pointed out Biden's appeal to middle-class and blue-collar voters. Biden was officially nominated for vice president on August 27 by voice vote at the 2008 Democratic National Convention in Denver. Biden's vice-presidential campaigning gained little media attention, as the press devoted far more coverage to the Republican nominee, Alaska Governor Sarah Palin. Under instructions from the campaign, Biden kept his speeches succinct and tried to avoid offhand remarks, such as one he made about Obama's being tested by a foreign power soon after taking office, which had attracted negative attention. Privately, Biden's remarks frustrated Obama. ""How many times is Biden gonna say something stupid?"" he asked.: 411–414, 419  Obama campaign staffers called Biden's blunders ""Joe bombs"" and kept Biden uninformed about strategy discussions, which in turn irked Biden. Relations between the two campaigns became strained for a month, until Biden apologized on a call to Obama and the two built a stronger partnership.: 411–414  Publicly, Obama strategist David Axelrod said Biden's high popularity ratings had outweighed any unexpected comments. As the financial crisis of 2007–2010 reached a peak with the liquidity crisis of September 2008 and the proposed bailout of the United States financial system became a major factor in the campaign, Biden voted for the $700 billion Emergency Economic Stabilization Act of 2008, which passed in the Senate, 74–25. On October 2, 2008, he participated in the vice-presidential debate with Palin at Washington University in St. Louis. Post-debate polls found that while Palin exceeded many voters' expectations, Biden had won the debate overall. Nationally, Biden had a 60% favorability rating in a Pew Research Center poll, compared to Palin's 44%. On November 4, 2008, Obama and Biden were elected with 53% of the popular vote and 365 electoral votes to McCain–Palin's 173. At the same time Biden was running for vice president he was also running for reelection to the Senate, as permitted by Delaware law. On November 4, he was reelected to the Senate, defeating Republican Christine O'Donnell. Having won both races, Biden made a point of waiting to resign from the Senate until he was sworn in for his seventh term on January 6, 2009. Biden cast his last Senate vote on January 15, supporting the release of the second $350 billion for the Troubled Asset Relief Program, and resigned from the Senate later that day.[n 2]"
Joe Biden,46,"First term, 2009–2013","Biden said he intended to eliminate some explicit roles assumed by George W. Bush's vice president, Dick Cheney, and did not intend to emulate any previous vice presidency. He chaired Obama's transition team and headed an initiative to improve middle-class economic well-being. In early January 2009, in his last act as chairman of the Foreign Relations Committee, he visited the leaders of Iraq, Afghanistan and Pakistan, and on January 20 he was sworn in as the 47th vice president of the United States‍—‌the first vice president from Delaware and the first Roman Catholic vice president. Obama was soon comparing Biden to a basketball player ""who does a bunch of things that don't show up in the stat sheet"". In May, Biden visited Kosovo and affirmed the U.S. position that its ""independence is irreversible"". Biden lost an internal debate to Secretary of State Hillary Clinton about sending 21,000 new troops to Afghanistan, but his skepticism was valued, and in 2009, Biden's views gained more influence as Obama reconsidered his Afghanistan strategy. Biden visited Iraq about every two months, becoming the administration's point man in delivering messages to Iraqi leadership about expected progress there. More generally, overseeing Iraq policy became Biden's responsibility: Obama was said to have said, ""Joe, you do Iraq."" Biden said Iraq ""could be one of the great achievements of this administration"". His January 2010 visit to Iraq in the midst of turmoil over banned candidates from the upcoming Iraqi parliamentary election resulted in 59 of the several hundred candidates being reinstated by the Iraqi government two days later. By 2012, Biden had made eight trips there, but his oversight of U.S. policy in Iraq receded with the exit of U.S. troops in 2011. Biden oversaw infrastructure spending from the Obama stimulus package intended to help counteract the ongoing recession. During this period, Biden was satisfied that no major instances of waste or corruption had occurred, and when he completed that role in February 2011, he said the number of fraud incidents with stimulus monies had been less than one percent. In late April 2009, Biden's off-message response to a question during the beginning of the swine flu outbreak, that he would advise family members against traveling on airplanes or subways, led to a swift retraction by the White House. The remark revived Biden's reputation for gaffes. Confronted with rising unemployment through July 2009, Biden acknowledged that the administration had ""misread how bad the economy was"" but maintained confidence the stimulus package would create many more jobs once the pace of expenditures picked up. On March 23, 2010, a microphone picked up Biden telling the president that his signing the Patient Protection and Affordable Care Act was ""a big fucking deal"" during live national news telecasts. Despite their different personalities, Obama and Biden formed a friendship, partly based around Obama's daughter Sasha and Biden's granddaughter Maisy, who attended Sidwell Friends School together. Members of the Obama administration said Biden's role in the White House was to be a contrarian and force others to defend their positions. Rahm Emanuel, White House chief of staff, said that Biden helped counter groupthink. White House press secretary Jay Carney, Biden's former communications director, said Biden played the role of ""the bad guy in the Situation Room"". Another senior Obama advisor said Biden ""is always prepared to be the skunk at the family picnic to make sure we are as intellectually honest as possible."" Obama said, ""The best thing about Joe is that when we get everybody together, he really forces people to think and defend their positions, to look at things from every angle, and that is very valuable for me."" The Bidens maintained a relaxed atmosphere at their official residence in Washington, often entertaining their grandchildren, and regularly returned to their home in Delaware. Biden campaigned heavily for Democrats in the 2010 midterm elections, maintaining an attitude of optimism in the face of predictions of large-scale losses for the party. Following big Republican gains in the elections and the departure of White House chief of staff Rahm Emanuel, Biden's past relationships with Republicans in Congress became more important. He led the successful administration effort to gain Senate approval for the New START treaty. In December 2010, Biden's advocacy for a middle ground, followed by his negotiations with Senate minority leader Mitch McConnell, were instrumental in producing the administration's compromise tax package that included a temporary extension of the Bush tax cuts. Biden then took the lead in trying to sell the agreement to a reluctant Democratic caucus in Congress. The package passed as the Tax Relief, Unemployment Insurance Reauthorization, and Job Creation Act of 2010. In March 2011, Obama delegated Biden to lead negotiations with Congress to resolve federal spending levels for the rest of the year and avoid a government shutdown. By May 2011, a ""Biden panel"" with six congressional members was trying to reach a bipartisan deal on raising the U.S. debt ceiling as part of an overall deficit reduction plan. The U.S. debt ceiling crisis developed over the next few months, but Biden's relationship with McConnell again proved key in breaking a deadlock and bringing about a deal to resolve it, in the form of the Budget Control Act of 2011, signed on August 2, 2011, the same day an unprecedented U.S. default had loomed. Biden had spent the most time of anyone in the administration bargaining with Congress on the debt question, and one Republican staffer said, ""Biden's the only guy with real negotiating authority, and [McConnell] knows that his word is good. He was a key to the deal."" Some reports suggest that Biden opposed proceeding with the May 2011 U.S. mission to kill Osama bin Laden, lest failure adversely affect Obama's reelection prospects. He took the lead in notifying Congressional leaders of the successful outcome."
Joe Biden,46,Reelection,"In October 2010, Biden said Obama had asked him to remain as his running mate for the 2012 presidential election, but with Obama's popularity on the decline, White House Chief of Staff William M. Daley conducted some secret polling and focus group research in late 2011 on the idea of replacing Biden on the ticket with Hillary Clinton. The notion was dropped when the results showed no appreciable improvement for Obama, and White House officials later said Obama himself had never entertained the idea. Biden's May 2012 statement that he was ""absolutely comfortable"" with same-sex marriage gained considerable public attention in comparison to Obama's position, which had been described as ""evolving"". Biden made his statement without administration consent, and Obama and his aides were quite irked, since Obama had planned to shift position several months later, in the build-up to the party convention. Gay rights advocates seized upon Biden's statement, and within days, Obama announced that he too supported same-sex marriage, an action in part forced by Biden's remarks. Biden apologized to Obama in private for having spoken out, while Obama acknowledged publicly it had been done from the heart. The Obama campaign valued Biden as a retail-level politician, and he had a heavy schedule of appearances in swing states as the reelection campaign began in earnest in spring 2012. An August 2012 remark before a mixed-race audience that Republican proposals to relax Wall Street regulations would ""put y'all back in chains"" drew attention to Biden. The Los Angeles Times wrote, ""During any Biden speech, there might be a dozen moments to make press handlers cringe, and prompt reporters to turn to each other with amusement and confusion."" Biden was nominated for a second term as vice president at the 2012 Democratic National Convention in September. Debating his Republican counterpart, Representative Paul Ryan, in the vice-presidential debate on October 11 he made a defense of the Obama administration's record. On November 6, Obama and Biden won reelection over Mitt Romney and Paul Ryan with 332 of 538 Electoral College votes and 51% of the popular vote. In December 2012, Obama named Biden to head the Gun Violence Task Force, created to address the causes of school shootings and consider possible gun control to implement in the aftermath of the Sandy Hook Elementary School shooting. Later that month, during the final days before the United States fell off the ""fiscal cliff"", Biden's relationship with McConnell again proved important as the two negotiated a deal that led to the American Taxpayer Relief Act of 2012 being passed at the start of 2013. It made many of the Bush tax cuts permanent but raised rates on upper income levels."
Joe Biden,46,"Second term, 2013–2017","Biden was inaugurated to a second term on January 20, 2013, at a small ceremony at Number One Observatory Circle, his official residence, with Justice Sonia Sotomayor presiding (a public ceremony took place on January 21). Biden played little part in discussions that led to the October 2013 passage of the Continuing Appropriations Act, 2014, which resolved the federal government shutdown of 2013 and the debt-ceiling crisis of 2013. This was because Senate majority leader Harry Reid and other Democratic leaders cut him out of any direct talks with Congress, feeling Biden had given too much away during previous negotiations. Biden's Violence Against Women Act was reauthorized again in 2013. The act led to related developments, such as the White House Council on Women and Girls, begun in the first term, as well as the White House Task Force to Protect Students from Sexual Assault, begun in January 2014 with Biden and Valerie Jarrett as co-chairs. Biden discussed federal guidelines on sexual assault on university campuses while giving a speech at the University of New Hampshire. He said, ""No means no, if you're drunk or you're sober. No means no if you're in bed, in a dorm or on the street. No means no even if you said yes at first and you changed your mind. No means no."" Biden favored arming Syria's rebel fighters. As Iraq fell apart during 2014, renewed attention was paid to the Biden-Gelb Iraqi federalization plan of 2006, with some observers suggesting Biden had been right all along. Biden himself said the U.S. would follow ISIL ""to the gates of hell"". Biden had close relationships with several Latin American leaders and was assigned a focus on the region during the administration; he visited the region 16 times during his vice presidency, the most of any president or vice president. In 2015, Speaker of the House John Boehner and Senate majority leader Mitch McConnell invited Israeli prime minister Benjamin Netanyahu to address a joint session of Congress without notifying the Obama administration. This defiance of protocol led Biden and more than 50 congressional Democrats to skip Netanyahu's speech. In August 2016, Biden visited Serbia, where he met with Serbian president Aleksandar Vučić and expressed his condolences for civilian victims of the bombing campaign during the Kosovo War. In Kosovo, he attended a ceremony renaming a highway after his son Beau, in honor of Beau's service to Kosovo in training its judges and prosecutors. Biden never cast a tie-breaking vote in the Senate, making him the longest-serving vice president with this distinction."
Joe Biden,46,Role in the 2016 presidential campaign,"During his second term, Biden was often said to be preparing for a possible bid for the 2016 Democratic presidential nomination. With his family, many friends, and donors encouraging him in mid-2015 to enter the race, and with Hillary Clinton's favorability ratings in decline at that time, Biden was reported to again be seriously considering the prospect and a ""Draft Biden 2016"" PAC was established. As of September 11, 2015[update], Biden was still uncertain about running. He felt his son's recent death had largely drained his emotional energy, and said, ""nobody has a right ... to seek that office unless they're willing to give it 110% of who they are."" On October 21, speaking from a podium in the Rose Garden with his wife and Obama by his side, Biden announced his decision not to run for president in 2016. In January 2016, Biden affirmed that it was the right decision, but admitted to regretting not running for president ""every day"". After Obama endorsed Hillary Clinton on June 9, 2016, Biden endorsed her later that day. Throughout the 2016 election, Biden strongly criticized Clinton's opponent, Donald Trump, in often colorful terms."
